,id,isResult,h,a,goals,xG,forecast,year
82,2671,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '0'}","{'h': '0.98349', 'a': '0.124241'}","{'w': '0.5995', 'd': '0.3565', 'l': '0.044'}",2016
83,2672,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '0', 'a': '1'}","{'h': '0.455802', 'a': '0.24217'}","{'w': '0.3014', 'd': '0.5525', 'l': '0.1461'}",2016
84,2673,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '3', 'a': '1'}","{'h': '1.29023', 'a': '0.556855'}","{'w': '0.6118', 'd': '0.2729', 'l': '0.1153'}",2016
85,2674,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '0'}","{'h': '0.412503', 'a': '0.663457'}","{'w': '0.2007', 'd': '0.4323', 'l': '0.367'}",2016
86,2675,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '0'}","{'h': '1.45616', 'a': '0.330617'}","{'w': '0.7399', 'd': '0.2059', 'l': '0.0542'}",2016
87,2676,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '1', 'a': '0'}","{'h': '1.40489', 'a': '0.428507'}","{'w': '0.6939', 'd': '0.2347', 'l': '0.0714'}",2016
88,2961,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '1', 'a': '0'}","{'h': '0.475959', 'a': '0.316461'}","{'w': '0.3025', 'd': '0.5096', 'l': '0.1879'}",2016
89,2962,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '3', 'a': '1'}","{'h': '1.05709', 'a': '1.3646'}","{'w': '0.2428', 'd': '0.3112', 'l': '0.446'}",2016
90,2963,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '4'}","{'h': '0.911258', 'a': '2.50834'}","{'w': '0.0451', 'd': '0.1531', 'l': '0.8018'}",2016
91,2964,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '0', 'a': '2'}","{'h': '0.788238', 'a': '0.635565'}","{'w': '0.3516', 'd': '0.3859', 'l': '0.2625'}",2016
92,2965,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'h': '1', 'a': '0'}","{'h': '1.21085', 'a': '0.517489'}","{'w': '0.5707', 'd': '0.2937', 'l': '0.1356'}",2016
93,2966,True,"{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '0'}","{'h': '0.478123', 'a': '0.576885'}","{'w': '0.2331', 'd': '0.4435', 'l': '0.3234'}",2016
94,2967,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '1', 'a': '0'}","{'h': '0.697814', 'a': '0.415716'}","{'w': '0.3724', 'd': '0.4341', 'l': '0.1935'}",2016
95,2968,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '2', 'a': '0'}","{'h': '0.936674', 'a': '0.927407'}","{'w': '0.3376', 'd': '0.3388', 'l': '0.3236'}",2016
96,2717,True,"{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '0', 'a': '1'}","{'h': '0.281579', 'a': '0.759305'}","{'w': '0.1223', 'd': '0.4253', 'l': '0.4524'}",2016
97,2718,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '2', 'a': '3'}","{'h': '2.79396', 'a': '1.95216'}","{'w': '0.601', 'd': '0.2402', 'l': '0.1588'}",2016
98,2719,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '2', 'a': '2'}","{'h': '1.84756', 'a': '1.06537'}","{'w': '0.5695', 'd': '0.25', 'l': '0.1805'}",2016
99,2720,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'h': '4', 'a': '0'}","{'h': '2.37717', 'a': '0.542057'}","{'w': '0.8667', 'd': '0.105', 'l': '0.0283'}",2016
100,2721,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '4', 'a': '1'}","{'h': '2.09016', 'a': '0.238439'}","{'w': '0.8642', 'd': '0.1156', 'l': '0.0202'}",2016
101,2722,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '2', 'a': '1'}","{'h': '1.69368', 'a': '1.37192'}","{'w': '0.4448', 'd': '0.2847', 'l': '0.2705'}",2016
102,2723,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '2', 'a': '2'}","{'h': '1.61082', 'a': '0.496125'}","{'w': '0.7177', 'd': '0.2151', 'l': '0.0672'}",2016
103,2724,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '3', 'a': '3'}","{'h': '1.20411', 'a': '0.380994'}","{'w': '0.6334', 'd': '0.2724', 'l': '0.0942'}",2016
104,2725,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '1'}","{'h': '0.285662', 'a': '1.12217'}","{'w': '0.0909', 'd': '0.3171', 'l': '0.592'}",2016
105,2726,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '0'}","{'h': '0.245227', 'a': '0.32163'}","{'w': '0.1675', 'd': '0.607', 'l': '0.2255'}",2016
106,2727,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '1'}","{'h': '0.193962', 'a': '0.595465'}","{'w': '0.0978', 'd': '0.4818', 'l': '0.4204'}",2016
107,2728,True,"{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '0', 'a': '1'}","{'h': '0.194057', 'a': '0.310773'}","{'w': '0.1292', 'd': '0.6433', 'l': '0.2275'}",2016
108,2729,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '3', 'a': '0'}","{'h': '0.969496', 'a': '0.103506'}","{'w': '0.64', 'd': '0.3282', 'l': '0.0318'}",2016
109,2730,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '0'}","{'h': '0.780001', 'a': '0.0454105'}","{'w': '0.5365', 'd': '0.4444', 'l': '0.0191'}",2016
110,2731,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '3', 'a': '1'}","{'h': '1.52349', 'a': '1.56252'}","{'w': '0.3378', 'd': '0.3022', 'l': '0.36'}",2016
111,2732,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'h': '0', 'a': '0'}","{'h': '0.293462', 'a': '0.0181321'}","{'w': '0.2509', 'd': '0.7364', 'l': '0.0127'}",2016
112,2733,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '1', 'a': '0'}","{'h': '1.33069', 'a': '0.235916'}","{'w': '0.791', 'd': '0.1823', 'l': '0.0267'}",2016
113,2734,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '1', 'a': '0'}","{'h': '1.34289', 'a': '0.146982'}","{'w': '0.7459', 'd': '0.2225', 'l': '0.0316'}",2016
114,2735,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '0', 'a': '0'}","{'h': '0.945601', 'a': '1.17545'}","{'w': '0.2742', 'd': '0.3296', 'l': '0.3962'}",2016
115,2736,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '1'}","{'h': '0.790285', 'a': '0.0842728'}","{'w': '0.5322', 'd': '0.4338', 'l': '0.034'}",2016
116,2737,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '0', 'a': '1'}","{'h': '0.702234', 'a': '0.240366'}","{'w': '0.4334', 'd': '0.4576', 'l': '0.109'}",2016
117,2738,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'h': '3', 'a': '0'}","{'h': '1.71672', 'a': '0.463719'}","{'w': '0.7047', 'd': '0.2178', 'l': '0.0775'}",2016
118,2739,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'h': '2', 'a': '0'}","{'h': '2.30438', 'a': '1.22221'}","{'w': '0.6632', 'd': '0.2105', 'l': '0.1263'}",2016
119,2740,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '2', 'a': '1'}","{'h': '0.929763', 'a': '1.29248'}","{'w': '0.2387', 'd': '0.2997', 'l': '0.4616'}",2016
120,2741,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '1', 'a': '0'}","{'h': '0.34499', 'a': '0.299066'}","{'w': '0.2287', 'd': '0.5782', 'l': '0.1931'}",2016
121,2742,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '1', 'a': '0'}","{'h': '0.864974', 'a': '0.230731'}","{'w': '0.5159', 'd': '0.392', 'l': '0.0921'}",2016
122,2743,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '2', 'a': '0'}","{'h': '1.31084', 'a': '0.44042'}","{'w': '0.6609', 'd': '0.2504', 'l': '0.0887'}",2016
123,2744,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '2', 'a': '0'}","{'h': '1.08589', 'a': '0.599174'}","{'w': '0.4707', 'd': '0.3298', 'l': '0.1995'}",2016
124,3269,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '2', 'a': '1'}","{'h': '1.07989', 'a': '0.231879'}","{'w': '0.5931', 'd': '0.3342', 'l': '0.0727'}",2016
125,3270,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '4', 'a': '0'}","{'h': '2.37564', 'a': '0.700589'}","{'w': '0.8428', 'd': '0.113', 'l': '0.0442'}",2016
126,3271,True,"{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '6'}","{'h': '0.501302', 'a': '1.85693'}","{'w': '0.0699', 'd': '0.1932', 'l': '0.7369'}",2016
127,3272,True,"{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '3', 'a': '1'}","{'h': '1.52266', 'a': '0.789904'}","{'w': '0.5902', 'd': '0.2758', 'l': '0.134'}",2016
128,3273,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '4', 'a': '0'}","{'h': '2.27446', 'a': '0.901724'}","{'w': '0.7454', 'd': '0.1837', 'l': '0.0709'}",2016
129,3274,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '0'}","{'h': '0.201468', 'a': '0.710933'}","{'w': '0.0873', 'd': '0.4308', 'l': '0.4819'}",2016
130,3275,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '2', 'a': '0'}","{'h': '0.225896', 'a': '0.202616'}","{'w': '0.1689', 'd': '0.6722', 'l': '0.1589'}",2016
131,3276,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'h': '1', 'a': '0'}","{'h': '0.885629', 'a': '0.465382'}","{'w': '0.4661', 'd': '0.3648', 'l': '0.1691'}",2016
132,3277,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '3', 'a': '0'}","{'h': '0.306894', 'a': '0.605208'}","{'w': '0.1604', 'd': '0.4651', 'l': '0.3745'}",2016
133,3278,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '1', 'a': '1'}","{'h': '0.869653', 'a': '0.857209'}","{'w': '0.3121', 'd': '0.3509', 'l': '0.337'}",2016
134,3279,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '2', 'a': '1'}","{'h': '1.353', 'a': '0.87465'}","{'w': '0.485', 'd': '0.2976', 'l': '0.2174'}",2016
135,3280,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'h': '1', 'a': '0'}","{'h': '0.892702', 'a': '0.157968'}","{'w': '0.5639', 'd': '0.3781', 'l': '0.058'}",2016
136,4298,True,"{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '6'}","{'h': '0.0556783', 'a': '1.17955'}","{'w': '0.0161', 'd': '0.2994', 'l': '0.6845'}",2016
137,4297,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '3', 'a': '0'}","{'h': '1.7202', 'a': '0.74605'}","{'w': '0.6738', 'd': '0.2084', 'l': '0.1178'}",2016
138,4302,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '0'}","{'h': '0.302897', 'a': '0.406861'}","{'w': '0.1819', 'd': '0.5495', 'l': '0.2686'}",2016
139,4301,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '0'}","{'h': '0.334886', 'a': '0.21407'}","{'w': '0.246', 'd': '0.6128', 'l': '0.1412'}",2016
140,4300,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '3'}","{'h': '0.522494', 'a': '2.01964'}","{'w': '0.0713', 'd': '0.173', 'l': '0.7557'}",2016
141,4295,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '2', 'a': '2'}","{'h': '1.04975', 'a': '0.88513'}","{'w': '0.394', 'd': '0.3467', 'l': '0.2593'}",2016
142,4299,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '0', 'a': '1'}","{'h': '2.24973', 'a': '0.599879'}","{'w': '0.8192', 'd': '0.1331', 'l': '0.0477'}",2016
143,4296,True,"{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '0', 'a': '1'}","{'h': '1.23294', 'a': '0.18488'}","{'w': '0.7533', 'd': '0.2153', 'l': '0.0314'}",2016
144,4304,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '2', 'a': '0'}","{'h': '1.37787', 'a': '0.236573'}","{'w': '0.7664', 'd': '0.1953', 'l': '0.0383'}",2016
145,4309,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '1', 'a': '0'}","{'h': '1.1811', 'a': '1.05117'}","{'w': '0.3733', 'd': '0.3487', 'l': '0.278'}",2016
146,4307,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '201', 'title': 'Tom Tomsk', 'short_title': 'TOM'}","{'h': '4', 'a': '0'}","{'h': '2.06429', 'a': '0.150432'}","{'w': '0.9106', 'd': '0.0814', 'l': '0.008'}",2016
147,4306,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '0', 'a': '0'}","{'h': '0.420725', 'a': '0.470842'}","{'w': '0.2365', 'd': '0.4843', 'l': '0.2792'}",2016
148,4303,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '0'}","{'h': '0.850862', 'a': '0.966106'}","{'w': '0.3053', 'd': '0.3405', 'l': '0.3542'}",2016
149,4305,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '193', 'title': 'Anzhi Makhachkala', 'short_title': 'ANZ'}","{'h': '1', 'a': '0'}","{'h': '1.5351', 'a': '0.442768'}","{'w': '0.6724', 'd': '0.2385', 'l': '0.0891'}",2016
150,4308,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '0', 'a': '0'}","{'h': '0.676372', 'a': '0.252103'}","{'w': '0.4133', 'd': '0.4595', 'l': '0.1272'}",2016
151,4310,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '2'}","{'h': '1.21144', 'a': '1.14356'}","{'w': '0.3465', 'd': '0.3158', 'l': '0.3377'}",2016
