,id,isResult,h,a,goals,xG,forecast,year
152,20186,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '2', 'a': '0'}","{'h': '2.62003', 'a': '1.51346'}","{'w': '0.655', 'd': '0.2135', 'l': '0.1315'}",2022
153,20181,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '0', 'a': '1'}","{'h': '0.400488', 'a': '0.665643'}","{'w': '0.1845', 'd': '0.4407', 'l': '0.3748'}",2022
154,20182,True,"{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '3', 'a': '0'}","{'h': '1.38088', 'a': '0.0417534'}","{'w': '0.856', 'd': '0.1402', 'l': '0.0038'}",2022
155,20185,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '3', 'a': '2'}","{'h': '2.3401', 'a': '0.996678'}","{'w': '0.719', 'd': '0.1782', 'l': '0.1028'}",2022
156,20180,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '1'}","{'h': '0.40465', 'a': '1.81027'}","{'w': '0.0437', 'd': '0.1806', 'l': '0.7757'}",2022
157,20183,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '0', 'a': '1'}","{'h': '1.63968', 'a': '0.548979'}","{'w': '0.657', 'd': '0.2307', 'l': '0.1123'}",2022
158,20187,True,"{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '1', 'a': '1'}","{'h': '1.97785', 'a': '0.631426'}","{'w': '0.7178', 'd': '0.2009', 'l': '0.0813'}",2022
159,20184,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '0'}","{'h': '0.615377', 'a': '0.438908'}","{'w': '0.3351', 'd': '0.4468', 'l': '0.2181'}",2022
160,20188,True,"{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '4'}","{'h': '0.492137', 'a': '1.62686'}","{'w': '0.0918', 'd': '0.2309', 'l': '0.6773'}",2022
161,20189,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '0', 'a': '2'}","{'h': '1.50393', 'a': '0.669177'}","{'w': '0.5969', 'd': '0.2987', 'l': '0.1044'}",2022
162,20192,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '0', 'a': '0'}","{'h': '0.925825', 'a': '0.0599197'}","{'w': '0.592', 'd': '0.3868', 'l': '0.0212'}",2022
163,20193,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '2', 'a': '0'}","{'h': '0.975704', 'a': '0.236749'}","{'w': '0.5498', 'd': '0.3665', 'l': '0.0837'}",2022
164,20190,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '1', 'a': '1'}","{'h': '0.983066', 'a': '0.845083'}","{'w': '0.372', 'd': '0.3302', 'l': '0.2978'}",2022
165,20195,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '6'}","{'h': '0.441162', 'a': '2.18925'}","{'w': '0.0452', 'd': '0.1438', 'l': '0.811'}",2022
166,20194,True,"{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '2'}","{'h': '0.393934', 'a': '1.54074'}","{'w': '0.0568', 'd': '0.2019', 'l': '0.7413'}",2022
167,20191,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '2', 'a': '1'}","{'h': '1.35042', 'a': '0.423566'}","{'w': '0.6794', 'd': '0.2411', 'l': '0.0795'}",2022
168,20196,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'h': '2', 'a': '0'}","{'h': '0.659563', 'a': '1.08515'}","{'w': '0.1986', 'd': '0.3304', 'l': '0.471'}",2022
169,20203,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '2', 'a': '0'}","{'h': '1.47168', 'a': '0.25955'}","{'w': '0.7384', 'd': '0.2159', 'l': '0.0457'}",2022
170,20201,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '3', 'a': '3'}","{'h': '2.5741', 'a': '0.929156'}","{'w': '0.79', 'd': '0.1532', 'l': '0.0568'}",2022
171,20197,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '1', 'a': '2'}","{'h': '1.00689', 'a': '1.06447'}","{'w': '0.3113', 'd': '0.3348', 'l': '0.3539'}",2022
172,20199,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '3', 'a': '0'}","{'h': '2.24109', 'a': '0.263315'}","{'w': '0.8622', 'd': '0.1132', 'l': '0.0246'}",2022
173,20200,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'h': '3', 'a': '1'}","{'h': '2.43458', 'a': '1.10259'}","{'w': '0.7822', 'd': '0.1716', 'l': '0.0462'}",2022
174,20198,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '2'}","{'h': '0.761563', 'a': '1.92764'}","{'w': '0.1006', 'd': '0.2145', 'l': '0.6849'}",2022
175,20202,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '2', 'a': '2'}","{'h': '1.78941', 'a': '1.46286'}","{'w': '0.446', 'd': '0.3049', 'l': '0.2491'}",2022
176,20204,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '0', 'a': '0'}","{'h': '1.14783', 'a': '0.601334'}","{'w': '0.5005', 'd': '0.3097', 'l': '0.1898'}",2022
177,20206,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'h': '3', 'a': '1'}","{'h': '1.17332', 'a': '1.13775'}","{'w': '0.3139', 'd': '0.3968', 'l': '0.2893'}",2022
178,20205,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '2'}","{'h': '0.64761', 'a': '1.39786'}","{'w': '0.1453', 'd': '0.28', 'l': '0.5747'}",2022
179,20208,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '2'}","{'h': '1.42795', 'a': '1.58387'}","{'w': '0.2916', 'd': '0.3189', 'l': '0.3895'}",2022
180,20211,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '2'}","{'h': '0.810627', 'a': '3.98333'}","{'w': '0.0081', 'd': '0.0325', 'l': '0.9594'}",2022
181,20210,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '4'}","{'h': '1.72118', 'a': '3.20897'}","{'w': '0.1167', 'd': '0.1516', 'l': '0.7317'}",2022
182,20209,True,"{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '1'}","{'h': '1.0892', 'a': '0.499743'}","{'w': '0.5167', 'd': '0.3282', 'l': '0.1551'}",2022
183,20207,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '0'}","{'h': '0.382165', 'a': '1.11132'}","{'w': '0.1182', 'd': '0.3096', 'l': '0.5722'}",2022
184,20218,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '4', 'a': '2'}","{'h': '2.8865', 'a': '2.18767'}","{'w': '0.5502', 'd': '0.2241', 'l': '0.2257'}",2022
185,20213,True,"{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '1', 'a': '3'}","{'h': '1.28558', 'a': '2.38822'}","{'w': '0.0917', 'd': '0.2103', 'l': '0.698'}",2022
186,20217,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '3', 'a': '1'}","{'h': '1.55491', 'a': '0.391116'}","{'w': '0.7542', 'd': '0.191', 'l': '0.0548'}",2022
187,20219,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '1', 'a': '3'}","{'h': '1.07929', 'a': '2.55675'}","{'w': '0.0869', 'd': '0.1627', 'l': '0.7504'}",2022
188,20212,True,"{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '2', 'a': '1'}","{'h': '0.802475', 'a': '0.970491'}","{'w': '0.2811', 'd': '0.3889', 'l': '0.33'}",2022
189,20214,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '1', 'a': '0'}","{'h': '1.36742', 'a': '0.470888'}","{'w': '0.6374', 'd': '0.273', 'l': '0.0896'}",2022
190,20215,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '1'}","{'h': '2.45717', 'a': '0.994232'}","{'w': '0.7275', 'd': '0.1768', 'l': '0.0957'}",2022
191,20216,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '4', 'a': '3'}","{'h': '2.26418', 'a': '1.48438'}","{'w': '0.5882', 'd': '0.2263', 'l': '0.1855'}",2022
192,20224,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'h': '0', 'a': '2'}","{'h': '1.46541', 'a': '1.13315'}","{'w': '0.4305', 'd': '0.3049', 'l': '0.2646'}",2022
193,20225,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '5'}","{'h': '0.649209', 'a': '3.14057'}","{'w': '0.0201', 'd': '0.0613', 'l': '0.9186'}",2022
194,20222,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '3'}","{'h': '1.26841', 'a': '1.59133'}","{'w': '0.2719', 'd': '0.2737', 'l': '0.4544'}",2022
195,20226,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '1'}","{'h': '1.50457', 'a': '0.769561'}","{'w': '0.5744', 'd': '0.2663', 'l': '0.1593'}",2022
196,20227,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '1', 'a': '1'}","{'h': '2.00452', 'a': '0.198249'}","{'w': '0.8989', 'd': '0.0883', 'l': '0.0128'}",2022
197,20220,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'h': '1', 'a': '0'}","{'h': '0.926438', 'a': '0.483179'}","{'w': '0.4642', 'd': '0.3681', 'l': '0.1677'}",2022
198,20221,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '3', 'a': '1'}","{'h': '2.00655', 'a': '0.416555'}","{'w': '0.7979', 'd': '0.1582', 'l': '0.0439'}",2022
199,20223,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '5', 'a': '1'}","{'h': '4.21525', 'a': '0.924453'}","{'w': '0.9527', 'd': '0.0349', 'l': '0.0124'}",2022
200,20235,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '0', 'a': '1'}","{'h': '0.356751', 'a': '1.51449'}","{'w': '0.0446', 'd': '0.2103', 'l': '0.7451'}",2022
201,20231,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '5'}","{'h': '0.574947', 'a': '2.14956'}","{'w': '0.0675', 'd': '0.1668', 'l': '0.7657'}",2022
202,20228,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'h': '0', 'a': '2'}","{'h': '0.489886', 'a': '0.474894'}","{'w': '0.2643', 'd': '0.4778', 'l': '0.2579'}",2022
203,20230,True,"{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '0', 'a': '0'}","{'h': '0.570166', 'a': '0.391202'}","{'w': '0.3412', 'd': '0.4678', 'l': '0.191'}",2022
204,20233,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '2', 'a': '1'}","{'h': '1.72344', 'a': '0.35644'}","{'w': '0.7486', 'd': '0.1914', 'l': '0.06'}",2022
205,20229,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '3', 'a': '2'}","{'h': '1.16867', 'a': '1.86265'}","{'w': '0.1692', 'd': '0.2715', 'l': '0.5593'}",2022
206,20234,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '2', 'a': '1'}","{'h': '2.68782', 'a': '0.225239'}","{'w': '0.9357', 'd': '0.0567', 'l': '0.0076'}",2022
207,20232,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '3', 'a': '0'}","{'h': '2.1089', 'a': '1.5744'}","{'w': '0.5082', 'd': '0.246', 'l': '0.2458'}",2022
208,20242,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '2', 'a': '1'}","{'h': '1.50539', 'a': '0.473'}","{'w': '0.6948', 'd': '0.2212', 'l': '0.084'}",2022
209,20243,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '1'}","{'h': '1.44999', 'a': '1.10993'}","{'w': '0.4519', 'd': '0.2717', 'l': '0.2764'}",2022
210,20236,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '2', 'a': '2'}","{'h': '0.746637', 'a': '0.542322'}","{'w': '0.3567', 'd': '0.397', 'l': '0.2463'}",2022
211,20238,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '3', 'a': '0'}","{'h': '2.46036', 'a': '0.36737'}","{'w': '0.8986', 'd': '0.0846', 'l': '0.0168'}",2022
212,20237,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '1'}","{'h': '0.745057', 'a': '0.293047'}","{'w': '0.4436', 'd': '0.4281', 'l': '0.1283'}",2022
213,20239,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '0', 'a': '3'}","{'h': '0.67667', 'a': '1.47274'}","{'w': '0.1605', 'd': '0.2634', 'l': '0.5761'}",2022
214,20240,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '1', 'a': '0'}","{'h': '2.11429', 'a': '0.274526'}","{'w': '0.8568', 'd': '0.1167', 'l': '0.0265'}",2022
215,20241,True,"{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'h': '1', 'a': '0'}","{'h': '1.57652', 'a': '0.264197'}","{'w': '0.8168', 'd': '0.154', 'l': '0.0292'}",2022
216,20248,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'h': '1', 'a': '0'}","{'h': '0.771737', 'a': '1.24332'}","{'w': '0.2062', 'd': '0.3047', 'l': '0.4891'}",2022
217,20245,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '2', 'a': '2'}","{'h': '0.76074', 'a': '1.54287'}","{'w': '0.1606', 'd': '0.2556', 'l': '0.5838'}",2022
218,20246,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '0', 'a': '3'}","{'h': '0.514554', 'a': '2.75916'}","{'w': '0.0244', 'd': '0.0883', 'l': '0.8873'}",2022
219,20247,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '3', 'a': '0'}","{'h': '0.770986', 'a': '0.267068'}","{'w': '0.4813', 'd': '0.4041', 'l': '0.1146'}",2022
220,20249,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '3', 'a': '0'}","{'h': '1.41049', 'a': '0.92395'}","{'w': '0.4761', 'd': '0.3371', 'l': '0.1868'}",2022
221,20251,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '2', 'a': '1'}","{'h': '1.60274', 'a': '0.991123'}","{'w': '0.5399', 'd': '0.2853', 'l': '0.1748'}",2022
222,20250,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '3', 'a': '0'}","{'h': '2.5298', 'a': '0.355385'}","{'w': '0.8835', 'd': '0.0944', 'l': '0.0221'}",2022
223,20244,True,"{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '4', 'a': '0'}","{'h': '1.24', 'a': '0.449381'}","{'w': '0.5763', 'd': '0.2988', 'l': '0.1249'}",2022
224,20252,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '0', 'a': '3'}","{'h': '0.317729', 'a': '1.27189'}","{'w': '0.0804', 'd': '0.2674', 'l': '0.6522'}",2022
225,20254,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '1', 'a': '3'}","{'h': '0.359967', 'a': '2.57305'}","{'w': '0.0132', 'd': '0.0633', 'l': '0.9235'}",2022
226,20255,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '1'}","{'h': '0.648892', 'a': '1.28121'}","{'w': '0.1697', 'd': '0.2901', 'l': '0.5402'}",2022
227,20257,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '0'}","{'h': '0.788709', 'a': '0.909711'}","{'w': '0.2996', 'd': '0.3484', 'l': '0.352'}",2022
228,20259,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'h': '0', 'a': '0'}","{'h': '2.28793', 'a': '0.27868'}","{'w': '0.8811', 'd': '0.0999', 'l': '0.019'}",2022
229,20253,True,"{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '2', 'a': '1'}","{'h': '1.40496', 'a': '0.550495'}","{'w': '0.6322', 'd': '0.2537', 'l': '0.1141'}",2022
230,20256,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '2', 'a': '4'}","{'h': '2.22313', 'a': '1.67415'}","{'w': '0.5363', 'd': '0.2459', 'l': '0.2178'}",2022
231,20258,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '3', 'a': '2'}","{'h': '2.28946', 'a': '0.80143'}","{'w': '0.7586', 'd': '0.1663', 'l': '0.0751'}",2022
232,20260,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '2', 'a': '2'}","{'h': '1.03978', 'a': '0.770772'}","{'w': '0.3982', 'd': '0.3561', 'l': '0.2457'}",2022
233,20261,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '3', 'a': '1'}","{'h': '4.46991', 'a': '1.11189'}","{'w': '0.9468', 'd': '0.04', 'l': '0.0132'}",2022
234,20262,True,"{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '2', 'a': '0'}","{'h': '1.62352', 'a': '0.0838205'}","{'w': '0.9311', 'd': '0.0655', 'l': '0.0034'}",2022
235,20263,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '3', 'a': '0'}","{'h': '2.50294', 'a': '1.61012'}","{'w': '0.6071', 'd': '0.197', 'l': '0.1959'}",2022
236,20264,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '4', 'a': '1'}","{'h': '3.2064', 'a': '0.32308'}","{'w': '0.9568', 'd': '0.0361', 'l': '0.0071'}",2022
237,20265,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '0'}","{'h': '0.940041', 'a': '1.99049'}","{'w': '0.1246', 'd': '0.215', 'l': '0.6604'}",2022
238,20266,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '277', 'title': 'Fakel', 'short_title': 'FAK'}","{'h': '1', 'a': '0'}","{'h': '1.12504', 'a': '0.229928'}","{'w': '0.6323', 'd': '0.3021', 'l': '0.0656'}",2022
239,20267,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '1', 'a': '0'}","{'h': '1.27448', 'a': '1.73383'}","{'w': '0.2578', 'd': '0.2484', 'l': '0.4938'}",2022
0,21685,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '3'}","{'h': '1.47747', 'a': '1.7122'}","{'w': '0.2936', 'd': '0.283', 'l': '0.4234'}",2023
1,21686,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '2', 'a': '1'}","{'h': '2.36974', 'a': '1.15121'}","{'w': '0.7111', 'd': '0.1899', 'l': '0.099'}",2023
2,21687,True,"{'id': '263', 'title': 'Nizhny Novgorod', 'short_title': 'NIN'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '2'}","{'h': '0.289985', 'a': '0.814117'}","{'w': '0.1215', 'd': '0.408', 'l': '0.4705'}",2023
